(0, 32)
(1, 32)
(2, 32)
(3, 32)
(4, 31)
(5, 30)
(5, 29)
(5, 28)
(5, 27)
(5, 26)
(4, 25)
(4, 24)
(4, 23)
(3, 22)
(3, 21)
(3, 20)
(4, 19)
(4, 18)
(5, 17)
(6, 16)
(7, 16)
(8, 16)
(9, 16)
(10, 16)
(11, 15)
(12, 15)
(13, 14)
(13, 13)
(13, 12)
(12, 11)
(11, 11)
(10, 11)
(9, 11)
(8, 11)
(7, 11)
(6, 11)
(5, 10)
(4, 9)
(4, 8)
(4, 7)
(4, 6)
(5, 5)
(6, 4)
(7, 3)
(8, 3)
(9, 3)
(10, 3)
(11, 3)
(12, 3)
(13, 3)
(14, 3)
(15, 3)
(16, 3)
(17, 3)
(18, 3)
(19, 3)
(20, 4)
(21, 5)
(21, 6)
(21, 7)
(22, 8)
(22, 9)
(22, 10)
(22, 11)
(22, 12)
(21, 13)
(20, 14)
(19, 15)
(19, 16)
(19, 17)
(18, 18)
(18, 19)
(17, 20)
(16, 21)
(16, 22)
(16, 23)
(16, 24)
(16, 25)
(17, 26)
(18, 27)
(19, 28)
(20, 29)
(21, 29)
(22, 29)
(23, 29)
(24, 29)
(25, 28)
(26, 28)
(27, 27)
(28, 26)
(28, 25)
(28, 24)
(28, 23)
(27, 22)
(27, 21)
(27, 20)
(27, 19)
(27, 18)
(28, 17)
(28, 16)
(28, 15)
(29, 14)
(29, 13)
(30, 12)
(31, 11)
(32, 11)
(33, 10)
(34, 10)
(35, 10)
(36, 11)
(37, 12)
(37, 13)
(37, 14)
(36, 15)
(36, 16)
(35, 17)
(35, 18)
(35, 19)
(35, 20)
(35, 21)
(35, 22)
(35, 23)
(35, 24)
(35, 25)
(36, 26)
(36, 27)
(37, 28)
(38, 29)
(39, 29)
(40, 29)
(41, 28)
(42, 27)
(42, 26)
(43, 25)
(43, 24)
(43, 23)
(43, 22)
(43, 21)
(43, 20)
(43, 19)
(44, 18)
(45, 17)
(46, 16)
(47, 16)
(48, 16)
(49, 16)
(50, 16)
(51, 16)
