(0.0, 640.0)
(0.8, 640.0)
(1.6, 640.0)
(2.4, 640.0)
(3.2, 640.0)
(4.0, 640.0)
(4.8, 640.0)
(5.6000000000000005, 640.0)
(6.4, 640.0)
(7.199999999999999, 640.0)
(8.0, 640.0)
(8.8, 640.0)
(9.6, 640.0)
(10.4, 640.0)
(11.200000000000001, 640.0)
(12.0, 640.0)
(12.8, 640.0)
(13.600000000000001, 640.0)
(14.399999999999999, 640.0)
(15.2, 640.0)
(16.0, 640.0)
(16.8, 640.0)
(17.6, 640.0)
(18.400000000000002, 640.0)
(19.2, 640.0)
(20.0, 640.0)
(20.0, 640.0)
(20.8, 640.0)
(21.6, 640.0)
(22.400000000000002, 640.0)
(23.2, 640.0)
(24.000000000000004, 640.0)
(24.8, 640.0)
(25.6, 640.0)
(26.4, 640.0)
(27.199999999999996, 640.0)
(28.0, 640.0)
(28.799999999999997, 640.0)
(29.6, 640.0)
(30.4, 640.0)
(31.200000000000003, 640.0)
(32.0, 640.0)
(32.800000000000004, 640.0)
(33.6, 640.0)
(34.4, 640.0)
(35.2, 640.0)
(36.0, 640.0)
(36.8, 640.0)
(37.599999999999994, 640.0)
(38.4, 640.0)
(39.2, 640.0)
(40.0, 640.0)
(40.0, 640.0)
(40.8, 640.0)
(41.6, 640.0)
(42.400000000000006, 640.0)
(43.2, 640.0)
(44.0, 640.0)
(44.800000000000004, 640.0)
(45.60000000000001, 640.0)
(46.4, 640.0)
(47.2, 640.0)
(48.00000000000001, 640.0)
(48.80000000000001, 640.0)
(49.6, 640.0)
(50.4, 640.0)
(51.2, 640.0)
(51.99999999999999, 640.0)
(52.8, 640.0)
(53.599999999999994, 640.0)
(54.400000000000006, 640.0)
(55.2, 640.0)
(56.00000000000001, 640.0)
(56.8, 640.0)
(57.599999999999994, 640.0)
(58.4, 640.0)
(59.2, 640.0)
(60.0, 640.0)
(60.0, 640.0)
(60.8, 639.1999999999999)
(61.6, 638.4000000000001)
(62.400000000000006, 637.6)
(63.2, 636.8)
(64.0, 636.0)
(64.80000000000001, 635.1999999999999)
(65.60000000000001, 634.4)
(66.4, 633.6)
(67.2, 632.8)
(68.0, 632.0)
(68.80000000000001, 631.2)
(69.6, 630.4)
(70.4, 629.6)
(71.2, 628.8000000000001)
(72.0, 628.0)
(72.8, 627.2)
(73.60000000000001, 626.4)
(74.39999999999999, 625.6)
(75.19999999999999, 624.8)
(76.0, 624.0)
(76.8, 623.2)
(77.6, 622.4)
(78.4, 621.5999999999999)
(79.2, 620.8)
(80.0, 620.0)
(80.0, 620.0)
(80.8, 619.1999999999999)
(81.6, 618.4)
(82.4, 617.6)
(83.2, 616.8)
(84.0, 616.0)
(84.80000000000001, 615.1999999999999)
(85.60000000000001, 614.4)
(86.4, 613.6)
(87.19999999999999, 612.8)
(88.0, 612.0)
(88.80000000000001, 611.2)
(89.60000000000001, 610.4)
(90.39999999999999, 609.6)
(91.20000000000002, 608.8)
(92.0, 608.0)
(92.80000000000001, 607.2)
(93.6, 606.4)
(94.39999999999999, 605.6)
(95.19999999999999, 604.8000000000001)
(96.0, 604.0)
(96.8, 603.2)
(97.60000000000002, 602.4)
(98.4, 601.5999999999999)
(99.2, 600.8)
(100.0, 600.0)
(100.0, 600.0)
(100.0, 599.1999999999999)
(100.00000000000001, 598.4000000000001)
(100.0, 597.6)
(100.0, 596.8)
(100.0, 596.0)
(100.0, 595.2)
(100.0, 594.4)
(100.0, 593.6)
(100.0, 592.8)
(100.0, 592.0)
(100.0, 591.2)
(100.0, 590.4000000000001)
(100.0, 589.5999999999999)
(100.0, 588.8000000000001)
(100.0, 588.0)
(100.0, 587.2)
(100.0, 586.4)
(100.0, 585.6)
(100.0, 584.8)
(100.0, 584.0)
(100.0, 583.2)
(100.0, 582.4)
(100.0, 581.5999999999999)
(100.0, 580.8)
(100.0, 580.0)
(100.0, 580.0)
(100.0, 579.2)
(100.00000000000001, 578.4000000000001)
(100.0, 577.6)
(100.0, 576.8)
(100.0, 576.0000000000001)
(100.0, 575.1999999999999)
(100.0, 574.4)
(100.0, 573.6)
(100.0, 572.8)
(100.0, 572.0)
(100.0, 571.2)
(100.0, 570.4)
(100.0, 569.6)
(100.0, 568.8)
(100.0, 568.0)
(100.0, 567.2)
(100.0, 566.4)
(100.0, 565.6)
(100.0, 564.8000000000001)
(100.0, 564.0)
(100.0, 563.2)
(100.0, 562.4)
(100.0, 561.6)
(100.0, 560.8)
(100.0, 560.0)
(100.0, 560.0)
(100.0, 559.2)
(100.00000000000001, 558.4000000000001)
(100.0, 557.6)
(100.0, 556.8)
(100.0, 556.0000000000001)
(100.0, 555.2)
(100.0, 554.4)
