(3, 23)
(5, 23)
(3, 22)
(5, 22)
(5, 21)
(3, 21)
(3, 20)
(5, 20)
(3, 19)
(3, 18)
(3, 17)
(5, 19)
(5, 18)
(5, 17)
(5, 16)
(3, 16)
(3, 15)
(5, 15)
(3, 14)
(5, 14)
(4, 13)
(5, 12)
(6, 12)
(6, 14)
(7, 14)
(7, 12)
(8, 14)
(8, 15)
(8, 16)
(10, 15)
(8, 17)
(8, 12)
(9, 13)
(10, 14)
(10, 16)
(10, 17)
(8, 18)
(10, 18)
(9, 19)
(10, 20)
(11, 18)
(11, 20)
(12, 20)
(12, 18)
(13, 18)
(13, 17)
(15, 16)
(15, 15)
(13, 16)
(13, 15)
(13, 14)
(15, 14)
(15, 13)
(13, 13)
(13, 12)
(15, 12)
(15, 11)
(13, 11)
(13, 10)
(14, 9)
(12, 9)
(11, 8)
(12, 7)
(10, 6)
(9, 6)
(9, 8)
(8, 6)
(8, 8)
(6, 7)
(5, 6)
(5, 5)
(7, 5)
(5, 4)
(7, 4)
(5, 3)
(7, 3)
(6, 2)
(7, 1)
(8, 1)
(8, 3)
(9, 1)
(9, 3)
(10, 1)
(10, 3)
(11, 1)
(11, 3)
(12, 1)
(12, 3)
(13, 1)
(13, 3)
(14, 1)
(14, 3)
(15, 1)
(15, 3)
(16, 2)
(17, 4)
(16, 4)
(17, 5)
(18, 6)
(19, 5)
(20, 6)
(20, 7)
(18, 7)
(11, 6)
(10, 8)
(18, 8)
(20, 8)
(20, 9)
(18, 9)
(18, 10)
(18, 11)
(20, 11)
(20, 10)
(15, 10)
(15, 17)
(7, 8)
(15, 18)
(14, 19)
(13, 20)
(15, 9)
(14, 8)
(13, 8)
(13, 7)
(12, 6)
(11, 9)
(12, 10)
(16, 1)
(17, 2)
(18, 3)
(19, 4)
(20, 5)
(18, 2)
(19, 3)
(15, 4)
(17, 6)
(14, 20)
(15, 19)
(6, 8)
(5, 7)
(5, 2)
(6, 1)
(8, 19)
(9, 20)
(3, 13)
(4, 12)
(9, 12)
(10, 13)
(17, 12)
(17, 13)
(19, 12)
(19, 13)
(17, 14)
(17, 15)
(17, 16)
(17, 17)
(17, 18)
(19, 18)
(19, 17)
(19, 16)
(19, 15)
(19, 14)
(17, 11)
(20, 12)
(18, 19)
(19, 20)
(20, 18)
(20, 20)
(21, 20)
(21, 18)
(22, 20)
(23, 19)
(22, 18)
(24, 18)
(24, 17)
(22, 17)
(23, 16)
(23, 15)
(22, 14)
(22, 13)
(24, 14)
(24, 13)
(24, 12)
(24, 11)
(24, 10)
(24, 9)
(25, 8)
(26, 7)
(26, 6)
(26, 5)
(27, 5)
(28, 5)
(29, 5)
(30, 5)
(31, 5)
(31, 3)
(30, 3)
(29, 3)
(27, 3)
(28, 3)
(26, 3)
(25, 4)
(24, 5)
(24, 6)
(24, 7)
(23, 8)
(22, 11)
(22, 12)
(22, 10)
(22, 9)
(23, 20)
(24, 19)
(4, 23)
(4, 22)
(4, 21)
(4, 20)
(4, 19)
(4, 16)
(4, 15)
(4, 17)
(4, 18)
(4, 14)
(5, 13)
(6, 13)
(7, 13)
(8, 13)
(9, 14)
(9, 15)
(9, 16)
(9, 17)
(9, 18)
(10, 19)
(11, 19)
(12, 19)
(13, 19)
(14, 18)
(14, 17)
(14, 16)
(14, 15)
(14, 14)
(14, 13)
(14, 11)
(14, 12)
(14, 10)
(13, 9)
(12, 8)
(11, 7)
(10, 7)
(9, 7)
(8, 7)
(7, 7)
(7, 6)
(6, 6)
(6, 5)
(6, 4)
(6, 3)
(7, 2)
(8, 2)
(9, 2)
(10, 2)
(11, 2)
(12, 2)
(14, 2)
(13, 2)
(15, 2)
(16, 3)
(17, 3)
(18, 4)
(18, 5)
(19, 6)
(19, 7)
(19, 8)
(19, 9)
(19, 11)
(19, 10)
(18, 12)
(18, 13)
(18, 14)
(18, 15)
(18, 16)
(18, 17)
(18, 18)
(19, 19)
(20, 19)
(21, 19)
(22, 19)
(23, 18)
(23, 17)
(22, 16)
(22, 15)
(23, 14)
(23, 13)
(23, 12)
(23, 11)
(23, 10)
(23, 9)
(24, 8)
(25, 7)
(25, 5)
(25, 6)
(26, 4)
(27, 4)
(28, 4)
(30, 4)
(31, 4)
(29, 4)
(25, 9)
(23, 7)
(24, 15)
(24, 16)
